1;-797.796648077934833054314367473125
2;-797.796648077934833054314367473125
3;-797.796648077934833054314367473125
4;-797.796648077934833054314367473125
5;-797.796648077934833054314367473125
6;-880.181867735119226381357293576002
7;-880.181867735119226381357293576002
8;-880.181867735119226381357293576002
9;-957.709950622690939781023189425468
10;-957.709950622690939781023189425468
11;-957.709950622690939781023189425468
12;-957.709950622690939781023189425468
13;-957.709950622690939781023189425468
14;-957.709950622690939781023189425468
15;-957.709950622690939781023189425468
16;-957.709950622690939781023189425468
17;-957.709950622690939781023189425468
18;-957.709950622690939781023189425468
19;-957.709950622690939781023189425468
20;-957.709950622690939781023189425468
21;-957.709950622690939781023189425468
22;-957.709950622690939781023189425468
23;-957.709950622690939781023189425468
24;-957.709950622690939781023189425468
25;-957.709950622690939781023189425468
26;-957.709950622690939781023189425468
27;-957.709950622690939781023189425468
28;-957.709950622690939781023189425468
29;-957.709950622690939781023189425468
30;-957.709950622690939781023189425468
31;-957.709950622690939781023189425468
32;-957.709950622690939781023189425468
33;-957.709950622690939781023189425468
34;-957.709950622690939781023189425468
35;-957.709950622690939781023189425468
36;-957.709950622690939781023189425468
37;-957.709950622690939781023189425468
38;-957.709950622690939781023189425468
39;-957.709950622690939781023189425468
40;-957.709950622690939781023189425468
41;-957.709950622690939781023189425468
42;-957.709950622690939781023189425468
43;-957.709950622690939781023189425468
44;-957.709950622690939781023189425468
45;-957.709950622690939781023189425468
46;-957.709950622690939781023189425468
47;-957.709950622690939781023189425468
48;-957.709950622690939781023189425468
49;-957.709950622690939781023189425468
50;-957.709950622690939781023189425468
51;-957.709950622690939781023189425468
52;-957.709950622690939781023189425468
53;-957.709950622690939781023189425468
54;-957.709950622690939781023189425468
55;-957.709950622690939781023189425468
56;-957.709950622690939781023189425468
57;-957.709950622690939781023189425468
58;-957.709950622690939781023189425468
59;-957.709950622690939781023189425468
60;-957.709950622690939781023189425468
61;-957.709950622690939781023189425468
62;-957.709950622690939781023189425468
63;-957.709950622690939781023189425468
64;-957.709950622690939781023189425468
65;-957.709950622690939781023189425468
66;-957.709950622690939781023189425468
67;-957.709950622690939781023189425468
68;-957.709950622690939781023189425468
69;-957.709950622690939781023189425468
70;-957.709950622690939781023189425468
71;-957.709950622690939781023189425468
72;-957.709950622690939781023189425468
73;-957.709950622690939781023189425468
74;-957.709950622690939781023189425468
75;-957.709950622690939781023189425468
76;-957.709950622690939781023189425468
77;-957.709950622690939781023189425468
78;-957.709950622690939781023189425468
79;-957.709950622690939781023189425468
80;-957.709950622690939781023189425468
81;-957.709950622690939781023189425468
82;-957.709950622690939781023189425468
83;-957.709950622690939781023189425468
84;-957.709950622690939781023189425468
85;-957.709950622690939781023189425468
86;-957.709950622690939781023189425468
87;-957.709950622690939781023189425468
88;-957.709950622690939781023189425468
89;-957.709950622690939781023189425468
90;-957.709950622690939781023189425468
91;-957.709950622690939781023189425468
92;-957.709950622690939781023189425468
93;-957.709950622690939781023189425468
94;-957.709950622690939781023189425468
95;-957.709950622690939781023189425468
96;-957.709950622690939781023189425468
97;-957.709950622690939781023189425468
98;-957.709950622690939781023189425468
99;-957.709950622690939781023189425468
100;-957.709950622690939781023189425468
