1;-547.399047227488608768908306956291
2;-632.981927852969988634868059307337
3;-632.981927852969988634868059307337
4;-632.981927852969988634868059307337
5;-632.981927852969988634868059307337
6;-632.981927852969988634868059307337
7;-632.981927852969988634868059307337
8;-632.981927852969988634868059307337
9;-632.981927852969988634868059307337
10;-632.981927852969988634868059307337
11;-632.981927852969988634868059307337
12;-632.981927852969988634868059307337
13;-632.981927852969988634868059307337
14;-632.981927852969988634868059307337
15;-632.981927852969988634868059307337
16;-632.981927852969988634868059307337
17;-632.981927852969988634868059307337
18;-632.981927852969988634868059307337
19;-632.981927852969988634868059307337
20;-632.981927852969988634868059307337
21;-632.981927852969988634868059307337
22;-632.981927852969988634868059307337
23;-632.981927852969988634868059307337
24;-632.981927852969988634868059307337
25;-632.981927852969988634868059307337
26;-632.981927852969988634868059307337
27;-632.981927852969988634868059307337
28;-632.981927852969988634868059307337
29;-632.981927852969988634868059307337
30;-632.981927852969988634868059307337
31;-632.981927852969988634868059307337
32;-632.981927852969988634868059307337
33;-632.981927852969988634868059307337
34;-632.981927852969988634868059307337
35;-632.981927852969988634868059307337
36;-632.981927852969988634868059307337
37;-632.981927852969988634868059307337
38;-632.981927852969988634868059307337
39;-632.981927852969988634868059307337
40;-632.981927852969988634868059307337
41;-632.981927852969988634868059307337
42;-632.981927852969988634868059307337
43;-632.981927852969988634868059307337
44;-632.981927852969988634868059307337
45;-632.981927852969988634868059307337
46;-632.981927852969988634868059307337
47;-632.981927852969988634868059307337
48;-632.981927852969988634868059307337
49;-632.981927852969988634868059307337
50;-632.981927852969988634868059307337
