1;-585.613418655288342051790095865726
2;-783.960962295587250991957262158394
3;-783.960962295587250991957262158394
4;-783.960962295587250991957262158394
5;-783.960962295587250991957262158394
6;-783.960962295587250991957262158394
7;-783.960962295587250991957262158394
8;-783.960962295587250991957262158394
9;-783.960962295587250991957262158394
10;-783.960962295587250991957262158394
11;-783.960962295587250991957262158394
12;-783.960962295587250991957262158394
13;-783.960962295587250991957262158394
14;-783.960962295587250991957262158394
15;-783.960962295587250991957262158394
16;-783.960962295587250991957262158394
17;-783.960962295587250991957262158394
18;-783.960962295587250991957262158394
19;-783.960962295587250991957262158394
20;-783.960962295587250991957262158394
