1;-448.154600399071455285593401640654
2;-448.154600399071455285593401640654
3;-478.807644124212913538940483704209
4;-932.672818140076969939400441944599
5;-932.672818140076969939400441944599
6;-959.565608232982640402042306959629
7;-959.565608232982640402042306959629
8;-959.565608232982640402042306959629
9;-959.565608232982640402042306959629
10;-959.565608232982640402042306959629
11;-959.565608232982640402042306959629
12;-959.565608232982640402042306959629
13;-959.565608232982640402042306959629
14;-959.565608232982640402042306959629
15;-959.565608232982640402042306959629
16;-959.565608232982640402042306959629
17;-959.565608232982640402042306959629
18;-959.565608232982640402042306959629
19;-959.565608232982640402042306959629
20;-959.565608232982640402042306959629
